customerID,firstVisitDate,secondVisitDate,articleID,section,author,headline,topicKeywords,totalVisits,wordCount,videoCount
6553,2018-03-11 09:14:41 UTC,,SB10047603870532364877304580399532505129638,WSJ_Opinion,Julie V. Iovine,WSJ_Article_Cultural Commentary_Designing for Past and Future,commentaries|opinions,1,,
6554,2018-03-09 22:20:50 UTC,,SB10134659534830883462704584085890656549018,WSJ_Business,Doug+Cameron,WSJ_Article_Business_Lockheed Asks Pentagon to Pay More Now to Save More Later on F-35 Jets,f-35|f-35 costs|f-35 jet|f-35 lockheed|f-35 pentagon|f-35 program|f-35 trump |lockheed fighter jets|,1,823.0,0.0
6555,2018-03-16 14:11:42 UTC,,SB11027093093037343542404584105290821213788,WSJ_Politics,Michael C. Bender,WSJ_Article_Politics and Policy_Donald Trump and John Kelly Reach Temporary Truce,cabinet|chief of staff|firings|john kelly|staff turnover|trump|trump administration|white house|Dona,1,1274.0,0.0
6556,2018-03-09 21:34:34 UTC,,SB11210326209662973945104584091642991444798,WSJ_Politics,Rebecca Ballhaus|Peter Nicholas,WSJ_Article_Politics and Policy_Trump Lawyers Seek Deal With Mueller to Speed End of Russia Probe,2016 presidential election|donald trump| interview| lawyers| obstruction of justice| robert mueller|,1,732.0,1.0
6557,2018-03-12 21:03:16 UTC,,SB12000659621042253353104582213180739733026,WSJ_Life,Brian Costa,WSJ_Article_Sports - Golf_‘Beef’ Beefs Up on Beef,andrew johnston|beef johnston|corner bistro|minetta tavern|new york burgers|pga championship|pga gol,1,1159.0,1.0
6558,2018-03-14 21:09:40 UTC,,SB10961112392510633702504584101493888942908,WSJ_Opinion,Christina Hoff Sommers,WSJ_Article_Commentary (U.S.)_‘The Gender Gage Rap Is Real!’,campus protest|political correctness|political|general news|civil unrest|national|public security|ed,1,517.0,0.0
6559,2018-03-13 12:39:37 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
6560,2018-03-15 17:06:53 UTC,,SB10342241267609484717704584103631954506304,WSJ_Politics,Rebecca Ballhaus,WSJ_Article_Politics and Policy_Special Counsel Robert Mueller Has Subpoenaed Trump Organization in,collusion|donald|investigation|mueller|organization|probe|robert|russia|subpeona|subpeonas|trump|Tru,1,495.0,1.0
6561,2018-03-13 23:29:48 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender|Rebecca Ballhaus,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
6562,2018-03-13 11:20:58 UTC,2018-07-09 00:00:00 UTC,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,2,657.0,0.0
6563,2018-03-13 15:37:27 UTC,2018-03-24 00:00:00 UTC,SB10053721253826474326804584099160047332756,WSJ_Politics,Michael C. Bender|Nancy A. Youssef,WSJ_Article_Politics and Policy_Trump Replaces Rex Tillerson With Mike Pompeo as Secretary of State,department|dept|donald|ousted|out|resigns|russ|state|tillerson|trump|Donald Trump|Rex Tillerson|regu,2,1353.0,0.0
6564,2018-03-09 03:32:35 UTC,,SB11513260795640254558004584085750469425772,WSJ_Life,Nathan+Kuncel,WSJ_Article_The Saturday Essay_The Truth About the SAT and ACT,act|college admissions|college applications|sat|sats|standarized tests|testing|political|general new,1,2246.0,0.0
6565,2018-03-16 11:18:57 UTC,,SB12123169795058123920404584029341390640648,WSJ_Life,Steven Pinker,WSJ_Article_The Saturday Essay_The Enlightenment             Is Working,democracy|despotism|education|enlightenment|literacy|poverty|steven pinker|violence|wars|world econo,1,2307.0,0.0
6566,2018-03-11 22:29:39 UTC,,SB11513260795640254558004584085764131912266,WSJ_Opinion,Jason L. Riley,WSJ_Article_Upward Mobility_50 Years of Blaming Everything on Racism,great society|race relations|political|general news|civil unrest|national|public security|society|co,1,819.0,0.0
6567,2018-03-13 18:19:15 UTC,,SB11704195083378974371404584097403724108802,WSJ_Business,Khadeeja+Safdar,"WSJ_Article_Business_How Your Returns Are Used Against You at Best Buy, Other Retailers",best buy|best buy returns|return fraud|returning merchandise|returns|store returns|the retail equati,1,1044.0,1.0
6568,2018-03-09 03:05:43 UTC,,SB11513260795640254558004584081694278561048,WSJ_Opinion,Kevin Warsh,WSJ_Article_Commentary (U.S.)_The Meaning of Bitcoin’s Volatility,cryptocurrency|market volatility|monetary policy|political|general news|politics|international relat,1,867.0,0.0
6569,2018-03-18 22:15:02 UTC,,SB10134659534830883462704584084191787674128,WSJ_Life,Sherrie Flick,WSJ_Article_Food & Drink_How to Stop Worrying and Love Hosting Dinner Parties,brunch is hell|dinner party download|dinner party tips|family-style recipes|feasts|feed the resistan,1,1603.0,0.0
6570,2018-03-14 22:37:34 UTC,,SB11027093093037343542404584101234048581714,WSJ_Markets,Stephen Wilmot,WSJ_Article_Heard on the Street_Nike Investors: Time to Switch Teams to Adidas,trainers|Nike|NKE|adidas|ADS.XE|Reebok|financial performance|earnings|sales figures|corporate|indust,1,350.0,0.0
6571,2018-03-09 11:28:51 UTC,,SB12775101498795324251604584088942598074038,WSJ_Business,Gabriele Steinhauser,WSJ_Article_Business_SAP Finds Signs of Misconduct at Its South African Unit,gupta|jacob zuma|sap|software maker|south africa|SAP|SAP.XE|corporate crime|legal action|corporate|i,1,561.0,0.0
6572,2018-03-16 19:27:46 UTC,,SB11704195083378974371404584097403724108802,WSJ_Business,Khadeeja Safdar,"WSJ_Article_Business_How Your Returns Are Used Against You at Best Buy, Other Retailers",best buy|best buy returns|return fraud|returning merchandise|returns|store returns|the retail equati,1,1044.0,1.0
6573,2018-03-16 18:17:59 UTC,,SB11027093093037343542404584105663815359956,WSJ_Business,Bob Tita,"WSJ_Article_Business_Caterpillar to Close Texas Plant, Review Illinois Factory",caterpillar job cuts|caterpillar layoffs|Caterpillar|CAT|capacity|facilities|corporate|industrial ne,1,418.0,0.0
6574,2018-03-09 09:41:21 UTC,,SB11210326209662973945104584089670231147070,WSJ_Business,Mike Colias|Mike Spector,WSJ_Article_Business_Auto Industry’s Cure for Electric Car Blues: Be More Like Tesla,audi and evs|autos| cars| electric vehicles| ford and evs| jaguar and evs|Ford Motor|F|ownership cha,1,993.0,1.0
6575,2018-03-11 19:38:22 UTC,,SB11824952831249294880804582042094078875200,WSJ_Life,George Epaminondas,WSJ_Article_Fashion_The War Over Non-Iron Shirts,no-iron shirts|non-iron shirts|wrinkle-free shirts|wrinkle-resistant men&#39;s shirts|Banana Republi,1,814.0,0.0
6576,2018-03-18 17:44:25 UTC,,SB10385287216379884548704584101381485725174,WSJ_Opinion,The Editorial Board,WSJ_Article_Review & Outlook (U.S.)_The Trump Tariff Layoffs Begin,Donald Trump|labor|personnel|corporate|industrial news|lay-offs|redundancies|commodity markets|metal,1,573.0,0.0
6577,2018-03-13 10:05:19 UTC,,SB11210326209662973945104584092013974171076,WSJ_Business,Theo Francis|Vanessa Fuhrmans,"WSJ_Article_Business_Are You Underpaid? In a First, U.S. Firms Reveal How Much They Pay Workers",ceo|ceo to median pay ratio|compensation|darius adamczyk|david jahn|disclosure|dodd frank|employee|g,1,1269.0,0.0
6578,2018-03-09 10:09:43 UTC,,SB11210326209662973945104584089863735699246,WSJ_Business,Christopher M. Matthews|Stephanie Yang,WSJ_Article_Business_Tellurian Has Held Talks With Chesapeake Energy on Louisiana Fields,chesapeake-tellurian talks|haynesville shale formation|natural gas|shale asssets|shale drilling|tell,1,643.0,0.0
6579,2018-03-12 22:57:47 UTC,,SB11704195083378974371404584097502260299012,WSJ_Politics,Byron+Tau,WSJ_Article_Politics and Policy_House Intelligence Panel Wraps Up Russia Probe Interviews,political|general news|crime|legal action|politics|international relations|domestic politics|governm,1,924.0,1.0
6580,2018-03-14 01:55:41 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender|Rebecca Ballhaus,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
6581,2018-03-14 17:52:37 UTC,,SB10863058833601644371104583000294067613334,WSJ_Opinion,Shelby Steele,WSJ_Article_Commentary (U.S.)_The Exhaustion of American Liberalism,morality|political correctness|progressivism|protest|the resistance|trump|white guilt|political|gene,1,1036.0,0.0
6582,2018-03-14 20:05:00 UTC,,SB10961112392510633702504584101493888942908,WSJ_Opinion,Christina Hoff Sommers,WSJ_Article_Commentary (U.S.)_‘The Gender Gage Rap Is Real!’,campus protest|political correctness|political|general news|civil unrest|national|public security|ed,1,517.0,0.0
6583,2018-03-09 19:01:22 UTC,,SB12775101498795324251604584091654130126032,WSJ_Markets,Dana Mattioli|Dana Cimilluca,WSJ_Article_Markets Main_Intel Considers Possible Bid for Broadcom,acquisition|broadcom|intel|merger|qualcome|qualcomm|Intel|INTC|Broadcom|AVGO|Qualcomm|QCOM|Apple|AAP,1,1162.0,0.0
6584,2018-03-09 07:53:41 UTC,,SB11513260795640254558004584085750469425772,WSJ_Life,Nathan Kuncel|Paul Sackett,WSJ_Article_The Saturday Essay_The Truth About the SAT and ACT,act|college admissions|college applications|sat|sats|standarized tests|testing|political|general new,1,2246.0,0.0
6584,2018-03-09 07:54:41 UTC,,SB11513260795640254558004584085750469425772,WSJ_Life,Nathan Kuncel|Paul Sackett,WSJ_Article_The Saturday Essay_The Truth About the SAT and ACT,act|college admissions|college applications|sat|sats|standarized tests|testing|political|general new,1,2246.0,0.0
6585,2018-03-13 11:01:08 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael+C.+Bender,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
6586,2018-03-10 19:52:10 UTC,,SB11805791893646614375304584073542435430108,WSJ_Life,Anne Marie Chaker,WSJ_Article_Life & Style_The Hottest Social Scene in Town Isn’t the Singles’ Bar. It’s the Sup,community centers|community gathering spots|community social hubs|grocery store restaurants|grocery,1,1247.0,0.0
6587,2018-03-15 11:14:42 UTC,,SB11027093093037343542404584101943175833698,WSJ_Markets,Liz Hoffman,WSJ_Article_Markets Main_The Gamble That Put David Solomon on Top at Goldman Sachs,david solomon|goldman ceo|goldman sachs ceo|goldman sachs group|investment banks|lloyd blankfein|Gol,1,1233.0,0.0
6588,2018-03-09 15:31:54 UTC,,SB12133386152963524307704584000851781569822,WSJ_Business,Jennifer Smith,WSJ_Article_WSJ Logistics Report_A Shortage of Trucks is Forcing Companies to Cut Shipments or Pay U,big rigs|freight|freight rates|holiday sales|inventory|logistics|shipping|trucking|Michelin North Am,1,,
6589,2018-03-18 21:52:05 UTC,2018-05-20 00:00:00 UTC,SB10385287216379884548704584101381485725174,WSJ_Opinion,The Editorial Board,WSJ_Article_Review & Outlook (U.S.)_The Trump Tariff Layoffs Begin,Donald Trump|labor|personnel|corporate|industrial news|lay-offs|redundancies|commodity markets|metal,2,573.0,0.0
6590,2018-03-12 00:43:48 UTC,,SB10863058833601644371104583000294067613334,WSJ_Opinion,Shelby Steele,WSJ_Article_Commentary (U.S.)_The Exhaustion of American Liberalism,morality|political correctness|progressivism|protest|the resistance|trump|white guilt|political|gene,1,1036.0,0.0
6591,2018-03-17 21:19:41 UTC,,SB11027093093037343542404584107573912000770,WSJ_Politics,Aruna+Viswanatha,"WSJ_Article_Politics and Policy_Andrew McCabe Kept Notes About Conversations With Trump, Gave Them t",campaign|collusion|mccabe firing|mueller probe|russia|political|general news|crime|legal action|poli,1,1138.0,0.0
6592,2018-03-15 08:56:35 UTC,,SB10572913864078194621804583507334281986090,WSJ_Life,Saabira Chaudhuri,WSJ_Article_Food & Drink_Can Hot Tea Be as Cool as a Cup of Joe?,beverages|chai|coffee|coffee shops|latte|marketing|starbucks|taylors|tea|wellness|Starbucks|SBUX|Uni,1,949.0,0.0
6593,2018-03-13 10:39:39 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
6594,2018-03-13 15:24:14 UTC,2018-07-13 00:00:00 UTC,SB11796467727259013743904584081302146673122,WSJ_Markets,Emily Glazer|Liz Hoffman|Laura Stevens,WSJ_Article_Markets Main_Are You Ready for an Amazon-Branded Checking Account?,alexa| amazon checking account|amazon checks| amazon financial services| amazon payments|consumer te,3,994.0,1.0
6595,2018-03-15 09:26:25 UTC,,SB11027093093037343542404584101480304215514,WSJ_Business,Allison Prang,WSJ_Article_Earnings_Signet to Close 200 Stores as a Mall Stalwart Skips the Mall,earnings| jared the galleria| kay jewelers| mall retailers| signet closings|signet jewelers| zales|S,1,512.0,0.0
6596,2018-03-10 03:54:56 UTC,,SB11210326209662973945104584091642991444798,WSJ_Politics,Rebecca Ballhaus|Peter Nicholas,WSJ_Article_Politics and Policy_Trump Lawyers Seek Deal With Mueller to Speed End of Russia Probe,2016 presidential election|donald trump| interview| lawyers| obstruction of justice| robert mueller|,1,732.0,1.0
6597,2018-03-17 21:51:08 UTC,,SB11027093093037343542404584107573912000770,WSJ_Politics,Aruna Viswanatha|Rebecca Ballhaus|Del Quentin Wilber,"WSJ_Article_Politics and Policy_Trump Lawyer, Citing McCabe’s Firing,  Calls for End to Mueller Pr",campaign|collusion|mccabe firing|mueller probe|russia|political|general news|crime|legal action|poli,1,1138.0,0.0
6598,2018-03-12 01:19:32 UTC,,SB11513260795640254558004584085750469425772,WSJ_Life,Nathan Kuncel|Paul Sackett,WSJ_Article_The Saturday Essay_The Truth About the SAT and ACT,act|college admissions|college applications|sat|sats|standarized tests|testing|political|general new,1,2246.0,0.0
6599,2018-03-11 04:00:20 UTC,,SB11455692400262464455204582654303101905174,WSJ_Tech,WSJ_Joanna Stern,WSJ_Article_Personal Technology: Joanna Stern_Block Unwanted Marketing and Spam Text Messages,,1,,
6600,2018-03-13 13:10:02 UTC,,SB12565379802186904822304584097301141331632,WSJ_Life,Jacob Gallagher,"WSJ_Article_On Trend_From Jay-Z to Gucci, How the Yankees Hat Became Bigger Than Baseball",alessandro michele|baseball|clothes|denzel washington|fashion|gucci|hova|jay-z|madonna|men&#39;s sty,1,920.0,0.0
6601,2018-03-13 13:28:45 UTC,,SB11211592845566714681804584029534045088584,WSJ_Business,Keach Hagey,WSJ_Article_Media & Marketing_Vice Media Confronts TV Woes Amid Leadership Troubles,andrew|creighton|executive|executive search|media|miss|revenue|search|shane|smith|vc industry news|v,1,1055.0,0.0
6602,2018-03-09 15:58:35 UTC,,SB11210326209662973945104584091642991444798,WSJ_Politics,Rebecca Ballhaus|Peter Nicholas,WSJ_Article_Politics and Policy_Trump Lawyers Seek Deal With Mueller to Speed End of Russia Probe,2016 presidential election|donald trump| interview| lawyers| obstruction of justice| robert mueller|,1,732.0,1.0
6603,2018-03-13 17:50:27 UTC,,SB11115384206897403412704584097272865136690,WSJ_Tech,Kate O’Keeffe,"WSJ_Article_Technology_In Letter, CFIUS Suggests It May Soon Recommend Against Broadcom Bid for Qual",broadcom|cellphone|centers|chips|computer|data|hostle|intel|merger|over|pe deals|phone|qualcomm|take,1,1123.0,1.0
6604,2018-03-12 17:29:57 UTC,,SB12701433245060414032904584043431883107034,WSJ_Opinion,Michael Zimm,"WSJ_Article_Commentary (U.S.)_If You Want Your Child to Succeed, Don’t Sell Liberal Arts Short",academia|liberal arts|political correctness|political|general news|politics|international relations|,1,834.0,0.0
6605,2018-03-11 12:55:56 UTC,,SB11210326209662973945104584091643735627778,WSJ_Markets,Benoit+Faucon,WSJ_Article_Oil Markets_OPEC Divided on the Right Price for Oil,crude price| oil price|opec| opec output| opec production| shale production|Organization of the Petr,1,938.0,0.0
6606,2018-03-12 14:18:51 UTC,,SB11210326209662973945104584092013974171076,WSJ_Business,Theo Francis|Vanessa Fuhrmans,"WSJ_Article_Business_Are You Underpaid? In a First, U.S. Firms Reveal How Much They Pay Workers",ceo|ceo to median pay ratio|compensation|darius adamczyk|david jahn|disclosure|dodd frank|employee|g,1,1269.0,0.0
6607,2018-03-13 09:33:13 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald Trump|John Mc,1,657.0,0.0
6608,2018-03-12 00:33:44 UTC,,SB11704195083378974371404584095641034412708,WSJ_Tech,Ted Greenwald,WSJ_Article_Technology_Why Intel Is So Wary of a Broadcom-Qualcomm Merger,Broadcom|AVGO|Intel|INTC|Qualcomm|QCOM|Samsung Electronics|005930.SE|NXP Semiconductors N.V.|NXPI|St,1,1005.0,0.0
6609,2018-03-13 02:28:55 UTC,,SB12008635076439604245104584089922645684690,WSJ_Life,Ellen Byron,WSJ_Article_Life & Style_20-Somethings Embrace Clean Living,clean living |clean living gen z|clean living millennials|healthful living|healthy life |knitting|lo,1,1356.0,0.0
6610,2018-03-12 09:35:43 UTC,2018-04-20 00:00:00 UTC,SB11704195083378974371404584095641034412708,WSJ_Tech,Ted Greenwald,WSJ_Article_Technology_Why Intel Is So Wary of a Broadcom-Qualcomm Merger,Broadcom|AVGO|Intel|INTC|Qualcomm|QCOM|Samsung Electronics|005930.SE|NXP Semiconductors N.V.|NXPI|St,6,1005.0,0.0
6611,2018-03-15 19:42:59 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender|Rebecca Ballhaus,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
6612,2018-03-11 13:41:33 UTC,2018-03-29 00:00:00 UTC,SB10197080378796583646104584063652389092622,WSJ_Opinion,The Editorial Board,WSJ_Article_Review & Outlook (U.S.)_California’s Water Hole,california| conservation| dam| drought| environmentalist| regulations|water storage|political|genera,3,,
6613,2018-03-12 09:44:10 UTC,2018-03-22 00:00:00 UTC,SB10863058833601644371104583000294067613334,WSJ_Opinion,Shelby Steele,WSJ_Article_Commentary (U.S.)_The Exhaustion of American Liberalism,morality|political correctness|progressivism|protest|the resistance|trump|white guilt|political|gene,5,1036.0,0.0
6614,2018-03-16 16:44:15 UTC,,SB11027093093037343542404584105290821213788,WSJ_Politics,Michael C. Bender,WSJ_Article_Politics and Policy_Donald Trump and John Kelly Reach Temporary Truce,cabinet|chief of staff|firings|john kelly|staff turnover|trump|trump administration|white house|Dona,1,1274.0,0.0
6615,2018-03-09 22:27:06 UTC,,SB11210326209662973945104584089602816566032,WSJ_Markets,Christina+Rexrode,WSJ_Article_Markets Main_Mortgage Rates at a Four-Year High Threaten to Roil Housing,housing|housing data|housing market|mortgage rates|refinancing|PNC Financial Services Group|PNC|econ,1,1150.0,0.0
6616,2018-03-14 12:56:48 UTC,,SB11704195083378974371404584099553803842662,WSJ_Business,Imani Moise,WSJ_Article_Business_DSW Abandons E-commerce Start-Up Ebuys,dsw inc.| ebuys| e-commerce|footwear| fulfillment business| internet| online sales|retail| sales| sh,1,581.0,0.0
6617,2018-03-10 09:35:15 UTC,,SB12008635076439604245104584087471758369350,WSJ_Life,Chris Miller,WSJ_Article_Essay_Is Putin Repeating the Mistakes of Brezhnev?,leonid brezhnev|nuclear missiles|putin successors|russia|russian economy|russian elections|russian n,1,1078.0,0.0
6618,2018-03-15 15:16:10 UTC,2018-03-21 00:00:00 UTC,SB11027093093037343542404584102021361342720,WSJ_Business,Paul Ziobro|Lillian Rizzo,"WSJ_Article_Business_With Death of Toys ‘R’ Us, Toy Makers Brace for Major Hit",toys &#39;r&#39; us|toys bankruptcies|Toys &quot;R&quot; Us|Toys “R” Us|Amazon.com|AMZN|Best Buy,6,964.0,1.0
6619,2018-03-13 10:29:27 UTC,2018-04-05 00:00:00 UTC,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael+C.+Bender,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,2,657.0,0.0
6620,2018-03-13 23:22:41 UTC,,SB11704195083378974371404584095641034412708,WSJ_Tech,Ted Greenwald,WSJ_Article_Technology_Why Intel Is So Wary of a Broadcom-Qualcomm Merger,Broadcom|AVGO|Intel|INTC|Qualcomm|QCOM|Samsung Electronics|005930.SE|NXP Semiconductors N.V.|NXPI|St,1,1005.0,0.0
6621,2018-03-13 22:23:05 UTC,,SB11704195083378974371404584097403724108802,WSJ_Business,Khadeeja Safdar,"WSJ_Article_Business_How Your Returns Are Used Against You at Best Buy, Other Retailers",best buy|best buy returns|return fraud|returning merchandise|returns|store returns|the retail equati,1,1044.0,1.0
6622,2018-03-10 22:57:56 UTC,,SB11271771260706913612604584077282682754194,WSJ_Business,Peter Loftus,WSJ_Article_Business_Biogen and Abbvie Take Multiple Sclerosis Drug Off Market,brain swelling|dangerous drugs|inflammatory brain disorders|ms drug|multiple-sclerosis|side effects|,1,,
6623,2018-03-13 12:16:20 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
6624,2018-03-13 15:36:54 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender|Rebecca Ballhaus,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
6625,2018-03-12 00:21:51 UTC,,SB10863058833601644371104583000294067613334,WSJ_Opinion,Shelby Steele,WSJ_Article_Commentary (U.S.)_The Exhaustion of American Liberalism,morality|political correctness|progressivism|protest|the resistance|trump|white guilt|political|gene,1,1036.0,0.0
6626,2018-03-12 09:04:11 UTC,,SB11704195083378974371404584095911369849246,WSJ_Politics,Michael+C.+Bender,WSJ_Article_Politics and Policy_White House Unveils Proposals to Reduce Gun Violence at Schools,bump stocks|gun control|guns|national rifle association|nra|republicans|school shootings|shootings|w,1,1192.0,1.0
6627,2018-03-13 20:35:27 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender|Rebecca Ballhaus,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
6628,2018-03-13 11:13:52 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael+C.+Bender,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
6629,2018-03-14 09:13:47 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender|Rebecca Ballhaus,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
6630,2018-03-13 10:11:14 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,2020 campaign|aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald,1,657.0,0.0
6631,2018-03-11 00:50:31 UTC,,SB11513260795640254558004584085750469425772,WSJ_Life,Nathan Kuncel|Paul Sackett,WSJ_Article_The Saturday Essay_The Truth About the SAT and ACT,act|college admissions|college applications|sat|sats|standarized tests|testing|political|general new,1,2246.0,0.0
6632,2018-03-15 08:39:51 UTC,2018-07-01 00:00:00 UTC,SB11704195083378974371404584097403724108802,WSJ_Business,Khadeeja Safdar,"WSJ_Article_Business_How Your Returns Are Used Against You at Best Buy, Other Retailers",best buy|best buy returns|return fraud|returning merchandise|returns|store returns|the retail equati,3,1044.0,1.0
6633,2018-03-18 17:30:09 UTC,,SB11027093093037343542404584107410440678206,WSJ_Tech,Christopher Mims,WSJ_Article_Keywords_The Battery Boost We’ve Been Waiting for Is Only a Few Years Out,anode|batteries|battery|cathode|ion|lithium|nanotechnology|silicon|Sila Nanotechnologies|Angstrom Ma,1,1127.0,0.0
6634,2018-03-09 15:49:05 UTC,,SB12775101498795324251604584089691304167728,WSJ_Life,Michael Benson,WSJ_Article_Essay_How Kubrick’s ‘2001: A Space Odyssey’ Saw Into the Future,2001|2001 a space odyssey|hollywood|movies|stanley kubrick|technology|International Business Machine,1,1334.0,0.0
6635,2018-03-12 09:53:11 UTC,,SB12550327182139803995804583616420650991196,WSJ_Life,Ryan Dezember,WSJ_Article_The Saturday Essay_My 10-Year Odyssey Through America’s Housing Crisis,cdo| deepwater horizon| housing crisis| hurricane ivan| leder| mortgage lending| real estate crisis|,1,4700.0,0.0
6636,2018-03-16 13:37:16 UTC,,SB11027093093037343542404584105290821213788,WSJ_Politics,Michael+C.+Bender,WSJ_Article_Politics and Policy_Donald Trump and John Kelly Reach Truce,cabinet|chief of staff|firings|john kelly|staff turnover|trump|trump administration|white house|Dona,1,1274.0,0.0
6637,2018-03-09 23:57:19 UTC,2018-05-29 00:00:00 UTC,SB11210326209662973945104584091642991444798,WSJ_Politics,Rebecca+Ballhaus,WSJ_Article_Politics and Policy_Trump Lawyers Seek Deal With Mueller to Speed End of Russia Probe,2016 presidential election|donald trump| interview| lawyers| obstruction of justice| robert mueller|,2,732.0,1.0
6638,2018-03-15 15:49:44 UTC,,SB10100713238988544047704583600010729979232,WSJ_Life,Daniel H. Pink,"WSJ_Article_The Saturday Essay_How to Be Healthier, Happier and More Productive: It’s All in the T",daniel pink|exercise|new year&#39;s resolutions|productivity|resolutions|science of timing|time|timi,1,2340.0,0.0
6639,2018-03-13 10:01:40 UTC,,SB10053721253826474326804584099101464018882,WSJ_Politics,Michael C. Bender,WSJ_Article_Politics and Policy_Trump’s Personal Assistant Is Fired,aide fired|mcentee fired|personal assistant|security issue|trump staff turnover|Donald Trump|John Mc,1,657.0,0.0
6640,2018-03-09 19:24:48 UTC,,SB11210326209662973945104584091642991444798,WSJ_Politics,Rebecca Ballhaus|Peter Nicholas,WSJ_Article_Politics and Policy_Trump Lawyers Seek Deal With Mueller to Speed End of Russia Probe,2016 presidential election|donald trump| interview| lawyers| obstruction of justice| robert mueller|,1,732.0,1.0
6641,2018-03-15 22:28:00 UTC,,SB10342241267609484717704584101601805536322,WSJ_Opinion,The Editorial Board,WSJ_Article_Review & Outlook (U.S.)_The GOP’s Internet Tax,internet|kristi noem| nexus| omnibus| quill| sales tax|supreme court|government finance|government b,1,795.0,0.0
6642,2018-03-09 16:41:10 UTC,,SB11210326209662973945104584091642991444798,WSJ_Politics,Rebecca Ballhaus|Peter Nicholas,WSJ_Article_Politics and Policy_Trump Lawyers Seek Deal With Mueller to Speed End of Russia Probe,2016 presidential election|donald trump| interview| lawyers| obstruction of justice| robert mueller|,1,732.0,1.0
6643,2018-03-11 23:47:34 UTC,,SB11704195083378974371404584095502801487362,WSJ_Business,Andy Pasztor,WSJ_Article_Business_Coming Soon to a Front Porch Near You: Package Delivery Via Drone,air transport|commercial transportation|commercial use of drones|drones|shipping|Amazon.com|Federal,1,1019.0,1.0
